atom_list 	 pos_list
[6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-4.110167026519775, -3.379159927368164, -0.8850236535072327], [-2.8136532306671143, -2.85697078704834, -1.504931092262268], [-2.9119956493377686, -2.789344310760498, -3.02901554107666], [-2.4270172119140625, -1.565252423286438, -0.9458791017532349], [-1.2321580648422241, -1.2189915180206299, -0.39144256711006165], [-1.3174954652786255, 0.11476488411426544, -0.055301107466220856], [-0.20480789244174957, 0.8776839971542358, 0.5737824440002441], [1.0830445289611816, 0.1660573035478592, 0.35183820128440857], [2.1451003551483154, 0.8422832489013672, 1.1125690937042236], [3.4915716648101807, 0.3946533203125, 0.6437157392501831], [4.009367942810059, 0.4521118700504303, -0.6360266804695129], [5.259776592254639, -0.07824882864952087, -0.5711027979850769], [6.1887359619140625, -0.24852660298347473, -1.6609442234039307], [5.609519958496094, -0.47724682092666626, 0.6643896698951721], [4.542484283447266, -0.1788414567708969, 1.4148906469345093], [4.555582523345947, -0.4710727334022522, 2.8709213733673096], [0.9787187576293945, -1.274114727973938, 0.708426296710968], [-0.014513503760099411, -2.044724225997925, -0.20531950891017914], [-3.304480791091919, -0.5383390784263611, -0.9594101309776306], [-2.6346263885498047, 0.4881592094898224, -0.4080182611942291], [-3.2710604667663574, 1.9197323322296143, -0.18176253139972687], [-4.507787704467773, 2.252359390258789, -0.5185989737510681], [-4.632403373718262, 3.560878276824951, -0.13563033938407898], [-3.4612627029418945, 3.9957454204559326, 0.4316161870956421], [-2.997346878051758, 5.26214599609375, 1.0180891752243042], [-2.577265501022339, 2.955780267715454, 0.4105265438556671], [-4.039091110229492, -3.402102470397949, 0.20916444063186646], [-4.967619895935059, -2.750077724456787, -1.151463270187378], [-4.320662021636963, -4.397165775299072, -1.2315499782562256], [-2.0161972045898438, -3.563215732574463, -1.2460781335830688], [-3.1390693187713623, -3.7765684127807617, -3.445435047149658], [-1.9671138525009155, -2.446565866470337, -3.466771364212036], [-3.697679281234741, -2.0962202548980713, -3.3523752689361572], [-0.40995949506759644, 0.9918858408927917, 1.6457340717315674], [-0.1404937207698822, 1.874276041984558, 0.1229664608836174], [2.0228779315948486, 0.675496518611908, 2.190286159515381], [2.09281587600708, 1.9278608560562134, 0.9491404891014099], [3.579573154449463, 0.8062452673912048, -1.5632492303848267], [5.762950420379639, 0.17770403623580933, -2.573319435119629], [6.3687262535095215, -1.3178458213806152, -1.7954185009002686], [7.117481231689453, 0.2693536579608917, -1.4063981771469116], [5.558704853057861, -0.7425192594528198, 3.2176332473754883], [4.230536460876465, 0.40549373626708984, 3.4416086673736572], [3.8791403770446777, -1.3025792837142944, 3.096966505050659], [1.9491733312606812, -1.7755776643753052, 0.6175353527069092], [0.6651045680046082, -1.374067783355713, 1.7571274042129517], [0.45113134384155273, -2.22871732711792, -1.1805424690246582], [-0.2531956434249878, -3.0102038383483887, 0.2519843578338623], [-5.5512471199035645, 4.10936164855957, -0.28542253375053406], [-3.788074254989624, 6.018542766571045, 0.9964340925216675], [-2.6957831382751465, 5.114758491516113, 2.060336112976074], [-2.137890577316284, 5.65092658996582, 0.4627637267112732]]
[6, 6, 6, 7, 6, 16, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-0.35642969608306885, 2.3376412391662598, -2.2597689628601074], [-1.544516682624817, 2.3351287841796875, -1.6405311822891235], [-1.7613022327423096, 2.641218900680542, -0.1833542138338089], [-2.2386083602905273, 1.4328750371932983, 0.4898809492588043], [-1.4039719104766846, 0.48860520124435425, 1.062241554260254], [0.32481274008750916, 0.7602024674415588, 1.062895655632019], [0.7906454205513, -0.6725766658782959, 0.04827660322189331], [2.2197625637054443, -0.5844317674636841, -0.36283788084983826], [2.6818039417266846, -0.42184147238731384, -1.5875272750854492], [4.050239562988281, -0.40979206562042236, -1.4696615934371948], [5.034965515136719, -0.2628692090511322, -2.4568214416503906], [6.381421089172363, -0.2840130627155304, -2.070726156234741], [6.738825798034668, -0.4477696120738983, -0.7298040390014648], [5.769379138946533, -0.5962912440299988, 0.26933592557907104], [4.435985088348389, -0.5726959705352783, -0.14442361891269684], [3.2535438537597656, -0.6846431493759155, 0.5390793085098267], [-1.8034956455230713, -0.6040403842926025, 1.6261454820632935], [-3.175032138824463, -0.8654390573501587, 1.6713027954101562], [-3.6192870140075684, -2.0417864322662354, 2.2800283432006836], [-4.983576774597168, -2.338085889816284, 2.3456692695617676], [-5.916604995727539, -1.4565849304199219, 1.801029920578003], [-5.48425817489624, -0.27955392003059387, 1.191480278968811], [-4.1147871017456055, 0.0067615024745464325, 1.1322320699691772], [-3.6190924644470215, 1.2373915910720825, 0.4930843412876129], [-4.430314540863037, 2.0153350830078125, -0.004981777165085077], [0.570428192615509, 2.5511276721954346, -1.7347018718719482], [-0.28097373247146606, 2.1110048294067383, -3.319443941116333], [-2.438793897628784, 2.1195263862609863, -2.223341941833496], [-0.8532013893127441, 3.0249500274658203, 0.2901037633419037], [-2.507511854171753, 3.4399101734161377, -0.09913484007120132], [0.6241964101791382, -1.5950669050216675, 0.6145023107528687], [0.1584208607673645, -0.7063406109809875, -0.8455415368080139], [4.749438762664795, -0.13539791107177734, -3.494757652282715], [7.155397415161133, -0.17067542672157288, -2.8260908126831055], [7.79212760925293, -0.45969724655151367, -0.4563263952732086], [6.04784631729126, -0.7224960327148438, 1.3096617460250854], [3.1519670486450195, -0.7943695783615112, 1.537758231163025], [-2.8952038288116455, -2.7313032150268555, 2.7069098949432373], [-5.316138744354248, -3.257155656814575, 2.8223764896392822], [-6.978456974029541, -1.6858360767364502, 1.8509176969528198], [-6.209649085998535, 0.4097152352333069, 0.764864444732666]]
[6, 8, 6, 6, 6, 6, 6, 7, 6, 6, 8, 8, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[5.913072109222412, -3.0909104347229004, 1.1389713287353516], [4.86053466796875, -3.1038248538970947, 0.18594405055046082], [4.338830471038818, -1.892318844795227, -0.17227208614349365], [3.2726926803588867, -1.9581305980682373, -1.069487452507019], [2.6413967609405518, -0.7952430844306946, -1.5168147087097168], [3.0610568523406982, 0.46203893423080444, -1.0614920854568481], [2.412569761276245, 1.7381627559661865, -1.5469833612442017], [0.9497846961021423, 1.6995786428451538, -1.4831968545913696], [0.18286050856113434, 1.6700831651687622, -0.32648277282714844], [0.6452287435531616, 1.7388803958892822, 1.0377209186553955], [1.8070042133331299, 2.408724308013916, 1.1639069318771362], [0.0799795463681221, 1.324892520904541, 2.0399386882781982], [-1.1460540294647217, 1.5093483924865723, -0.7246683835983276], [-2.3455073833465576, 1.4116740226745605, 0.17427517473697662], [-2.4520182609558105, 0.03287368267774582, 0.636046290397644], [-3.5698037147521973, -0.14890623092651367, 1.5538995265960693], [-3.3279919624328613, 0.38735613226890564, 2.9665603637695312], [-4.280864715576172, -0.4077923595905304, 3.8599321842193604], [-4.76149845123291, -1.5968583822250366, 3.025550365447998], [-3.84082293510437, -1.6301085948944092, 1.814339518547058], [-1.1746609210968018, 1.4865460395812988, -2.154271364212036], [0.13678015768527985, 1.6289421319961548, -2.6058921813964844], [0.44160401821136475, 1.6507058143615723, -3.9800822734832764], [-0.6042484641075134, 1.5262397527694702, -4.899075984954834], [-1.9161856174468994, 1.3772391080856323, -4.469507217407227], [-2.2114756107330322, 1.352887749671936, -3.103618621826172], [4.147208213806152, 0.5219824910163879, -0.17652039229869843], [4.778228759765625, -0.6452961564064026, 0.2687586843967438], [6.800908088684082, -2.592604637145996, 0.7357260584831238], [5.590741157531738, -2.630613327026367, 2.0796496868133545], [6.1826677322387695, -4.126847743988037, 1.3532605171203613], [2.9283621311187744, -2.926921844482422, -1.4235243797302246], [1.8136626482009888, -0.8891350030899048, -2.2166056632995605], [2.7378923892974854, 2.618180751800537, -0.9868643879890442], [2.7255537509918213, 1.913394570350647, -2.5798871517181396], [1.948484182357788, 2.395191192626953, 2.1335718631744385], [-3.248204469680786, 1.6951051950454712, -0.377485066652298], [-2.244396209716797, 2.1166272163391113, 1.0062167644500732], [-1.5815645456314087, -0.2003600299358368, 1.1180535554885864], [-4.480644702911377, 0.2979687750339508, 1.1385422945022583], [-2.294199228286743, 0.2030574083328247, 3.290130615234375], [-3.507004976272583, 1.4648420810699463, 3.0365772247314453], [-3.761312246322632, -0.7505164742469788, 4.7630391120910645], [-5.129712104797363, 0.2043221890926361, 4.177849769592285], [-4.73525333404541, -2.5349795818328857, 3.5894196033477783], [-5.7961835861206055, -1.4264932870864868, 2.707737445831299], [-2.9171347618103027, -2.1680774688720703, 2.061969757080078], [-4.30845308303833, -2.128523111343384, 0.9592127203941345], [1.4597389698028564, 1.7540146112442017, -4.340932846069336], [-0.3860083818435669, 1.5391572713851929, -5.964434623718262], [-2.71915864944458, 1.2733572721481323, -5.196260929107666], [-3.2389354705810547, 1.2220925092697144, -2.7765395641326904], [4.511651992797852, 1.4835867881774902, 0.18090321123600006], [5.61080265045166, -0.5428504347801208, 0.9551958441734314]]
[8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 16, 6, 6, 8, 6, 6, 7, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[5.386509418487549, 1.3750849962234497, -1.941562533378601], [5.646427154541016, 0.38503357768058777, -1.2642860412597656], [5.1332011222839355, -1.0060073137283325, -1.5884886980056763], [3.8111448287963867, -0.9862620830535889, -2.3532395362854004], [2.632258892059326, -0.7205583453178406, -1.4464744329452515], [2.186218023300171, 0.5874386429786682, -1.2252455949783325], [1.1119147539138794, 0.8362131714820862, -0.36837926506996155], [0.46258991956710815, -0.2187894582748413, 0.2833218276500702], [-0.7052399516105652, 0.04835126921534538, 1.2015138864517212], [-2.0688397884368896, -0.32529547810554504, 0.5889480710029602], [-2.4461865425109863, 0.5905731320381165, -0.5876249074935913], [-3.841179132461548, 0.27551108598709106, -1.121313452720642], [-3.1647439002990723, -0.2467726320028305, 1.6649298667907715], [-4.53911828994751, -0.5596048831939697, 1.0829764604568481], [-4.846307754516602, 0.29732680320739746, -0.06307436525821686], [-6.176270008087158, 0.4617008566856384, -0.4854764938354492], [-7.1962361335754395, 0.6839849352836609, 0.5433225631713867], [-7.013791561126709, 1.4385521411895752, 1.6900616884231567], [-8.41615104675293, 1.519331693649292, 2.666069269180298], [-9.314931869506836, 0.5961850881576538, 1.5445690155029297], [-8.556188583374023, 0.2298353761434555, 0.45534414052963257], [-6.492002487182617, 0.4522997736930847, -1.6737533807754517], [0.9102210998535156, -1.5276602506637573, 0.0641939640045166], [1.9865092039108276, -1.7762067317962646, -0.7908816933631897], [6.490740776062012, 0.4072608947753906, -0.1691240668296814], [7.084033966064453, 1.6149972677230835, 0.3082846701145172], [8.501612663269043, 1.9607964754104614, -0.0534239187836647], [8.161965370178223, 1.5783814191818237, 1.356987714767456], [5.9001994132995605, -1.4787577390670776, -2.2139060497283936], [5.042367458343506, -1.5988945960998535, -0.6708423495292664], [3.6635005474090576, -1.960673213005066, -2.8366787433624268], [3.8267695903778076, -0.2515808045864105, -3.167754650115967], [2.6767795085906982, 1.4255657196044922, -1.7187005281448364], [0.7854791879653931, 1.8629738092422485, -0.21814383566379547], [-0.5433379411697388, -0.5249638557434082, 2.124307870864868], [-0.7060827612876892, 1.1027919054031372, 1.5075032711029053], [-2.027843952178955, -1.3597209453582764, 0.2211560755968094], [-2.415781021118164, 1.6377694606781006, -0.26010745763778687], [-1.7246953248977661, 0.4875935912132263, -1.405402660369873], [-4.104652404785156, 1.0076409578323364, -1.8937114477157593], [-3.863266706466675, -0.7169889807701111, -1.5885931253433228], [-2.9461278915405273, -0.9509371519088745, 2.4763660430908203], [-3.1794841289520264, 0.7589468359947205, 2.1048190593719482], [-4.5767998695373535, -1.5981605052947998, 0.7296240329742432], [-5.293722629547119, -0.4790384769439697, 1.8674105405807495], [-6.115579605102539, 1.9529448747634888, 2.0046935081481934], [-10.35777473449707, 0.37644240260124207, 1.7293295860290527], [-8.946917533874512, -0.34392938017845154, -0.37760618329048157], [0.4230625331401825, -2.3639931678771973, 0.5602960586547852], [2.3156557083129883, -2.8014566898345947, -0.9435956478118896], [6.5995049476623535, -0.4332892894744873, 0.38466307520866394], [6.379030227661133, 2.4429337978363037, 0.3637317419052124], [8.723257064819336, 3.0002310276031494, -0.2655418813228607], [9.063913345336914, 1.2570215463638306, -0.6557663083076477], [8.161197662353516, 2.3606691360473633, 2.1074557304382324], [8.513188362121582, 0.6190584301948547, 1.7168197631835938]]
[6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 8, 7, 6, 6, 6, 6, 7, 6, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-5.884095191955566, 1.7008376121520996, 1.4092994928359985], [-4.889283180236816, 1.0371251106262207, 0.5093014240264893], [-5.318629741668701, 0.6420606970787048, -0.7037540674209595], [-4.378828048706055, 0.06678040325641632, -1.4561129808425903], [-4.6117401123046875, -0.4537995457649231, -2.8454229831695557], [-3.395216226577759, -1.3726948499679565, -3.014125108718872], [-2.2750723361968994, -0.7725411057472229, -2.1499452590942383], [-3.0636069774627686, -0.10456099361181259, -1.0769823789596558], [-2.696913242340088, 0.3593902885913849, 0.16196157038211823], [-1.3617126941680908, 0.2179073989391327, 0.6097531914710999], [-0.2441236674785614, 0.8460253477096558, -0.0666176900267601], [-0.13538658618927002, 1.7956264019012451, 1.138679027557373], [1.2066298723220825, 2.31418776512146, 1.6250383853912354], [2.1470184326171875, 1.2209454774856567, 1.8312164545059204], [2.303248643875122, 0.6694109439849854, 3.0965347290039062], [3.298691987991333, -0.41445064544677734, 3.2101633548736572], [3.991959571838379, -0.8266546726226807, 2.1484198570251465], [1.682098150253296, 1.012932300567627, 4.098761081695557], [2.8669722080230713, 0.8244640827178955, 0.7246242761611938], [3.716114044189453, -0.14657770097255707, 0.8644765615463257], [4.4863481521606445, -0.6026989221572876, -0.32506152987480164], [4.844048976898193, 0.3412957191467285, -1.2889519929885864], [5.55074405670166, -0.09263423085212708, -2.3948798179626465], [5.906442165374756, -1.379071831703186, -2.5969033241271973], [5.530463695526123, -2.2746636867523193, -1.6600191593170166], [4.824234485626221, -1.942533254623413, -0.5168899297714233], [-0.8949761986732483, 0.6953240036964417, 1.8958619832992554], [-3.6202285289764404, 0.9241559505462646, 0.9668248891830444], [-5.905013561248779, 2.775615692138672, 1.2059332132339478], [-6.88527774810791, 1.2899941205978394, 1.2452497482299805], [-5.618241786956787, 1.5450458526611328, 2.459433078765869], [-5.553768157958984, -1.0013302564620972, -2.9322168827056885], [-4.5886759757995605, 0.373598575592041, -3.5616769790649414], [-3.0994324684143066, -1.4883931875228882, -4.061455249786377], [-3.6446115970611572, -2.3738574981689453, -2.635664224624634], [-1.6118364334106445, -1.5531020164489746, -1.7670248746871948], [-1.6990293264389038, -0.034509316086769104, -2.7171969413757324], [0.560025155544281, 0.12157867103815079, -0.2200177162885666], [-0.48635759949684143, 1.3336392641067505, -1.0145514011383057], [-0.7806540727615356, 2.6787538528442383, 0.9934224486351013], [1.6382372379302979, 3.0071663856506348, 0.8933833837509155], [1.0767600536346436, 2.868077516555786, 2.5613768100738525], [3.4368293285369873, -0.8380529284477234, 4.196418762207031], [4.74560022354126, -1.5966826677322388, 2.2282416820526123], [4.583978176116943, 1.3891652822494507, -1.1819510459899902], [5.858417987823486, 0.601750910282135, -3.17185115814209], [5.817114353179932, -3.3029472827911377, -1.8640469312667847], [4.532698631286621, -2.7227745056152344, 0.17557914555072784], [-0.2936606705188751, -0.07538741081953049, 2.387815237045288], [-1.6683038473129272, 1.0420634746551514, 2.585549831390381]]
[6, 6, 6, 8, 6, 6, 6, 7, 6, 7, 6, 7, 6, 6, 6, 8, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-5.8764848709106445, 0.4089619517326355, -0.6265745759010315], [-4.452381610870361, 0.9063429236412048, -0.8330054879188538], [-3.438595771789551, -0.24939845502376556, -0.6972361207008362], [-4.203042984008789, 1.9297034740447998, 0.14831899106502533], [-2.8847999572753906, 2.4809868335723877, -0.030475987121462822], [-2.7065019607543945, 3.590311050415039, 0.9970054626464844], [-1.8006879091262817, 1.394956111907959, 0.13585758209228516], [-2.064112901687622, 0.2717815041542053, -0.7812786102294922], [-1.0762993097305298, -0.7215349078178406, -0.7476851344108582], [0.1715293675661087, -0.36128947138786316, -0.37585532665252686], [1.1965420246124268, -1.2532435655593872, -0.326992928981781], [2.4811599254608154, -0.8811304569244385, 0.09703608602285385], [3.065584659576416, 0.37972578406333923, 0.3190411925315857], [4.261281490325928, 0.4453425109386444, 1.0606473684310913], [4.872600078582764, 1.6701312065124512, 1.3484939336776733], [6.031174659729004, 1.847304105758667, 2.0543835163116455], [6.658553600311279, 0.6810672879219055, 2.570787191390991], [4.282627105712891, 2.8495397567749023, 0.8966360688209534], [3.094848871231079, 2.807978868484497, 0.17206619679927826], [2.4906389713287354, 1.5804611444473267, -0.10715773701667786], [0.8966749906539917, -2.5717082023620605, -0.6810007691383362], [1.556537389755249, -3.8136258125305176, -0.788091242313385], [0.7500467896461487, -4.799102306365967, -1.197464108467102], [-0.4395489990711212, -4.1738691329956055, -1.3624420166015625], [-1.5806200504302979, -4.928274631500244, -1.8159860372543335], [-0.40212225914001465, -2.8403215408325195, -1.0590319633483887], [-1.4157097339630127, -1.967314600944519, -1.1142489910125732], [-6.138439655303955, -0.3630502223968506, -1.3563804626464844], [-6.007018566131592, -0.0002501927665434778, 0.381328821182251], [-6.587120056152344, 1.2369182109832764, -0.7236086130142212], [-4.376952648162842, 1.3577678203582764, -1.8307782411575317], [-3.6386818885803223, -0.9727298021316528, -1.497448444366455], [-3.5785164833068848, -0.7489787340164185, 0.27100324630737305], [-2.826969861984253, 2.9183456897735596, -1.0356894731521606], [-1.7265093326568604, 4.067539215087891, 0.901646614074707], [-2.8115129470825195, 3.2019317150115967, 2.0160489082336426], [-3.4810502529144287, 4.354557037353516, 0.8709579110145569], [-0.8281481862068176, 1.857846975326538, -0.06839177757501602], [-1.804487705230713, 1.0264557600021362, 1.1706633567810059], [3.1216745376586914, -1.6555954217910767, 0.19523148238658905], [4.6985578536987305, -0.4813612997531891, 1.4152493476867676], [7.554945468902588, 0.9960148930549622, 3.1136019229888916], [6.976083755493164, 0.013544313609600067, 1.7630864381790161], [6.005248546600342, 0.1619901955127716, 3.2798871994018555], [4.75045919418335, 3.8064517974853516, 1.11362624168396], [2.6377322673797607, 3.7292349338531494, -0.1782941371202469], [1.57327139377594, 1.580916404724121, -0.6878086924552917], [2.5938668251037598, -4.045811653137207, -0.5868765711784363], [-1.7848631143569946, -5.71505880355835, -1.084780216217041], [-1.3400436639785767, -5.363820552825928, -2.789498805999756], [-2.4504175186157227, -4.273532867431641, -1.9085227251052856]]
[6, 6, 6, 7, 6, 6, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 6, 16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-3.595335006713867, 2.494966745376587, 2.287207841873169], [-3.677402973175049, 1.3876457214355469, 3.32772159576416], [-3.255033493041992, 0.07125966995954514, 2.7520673274993896], [-2.003603935241699, -0.3290596008300781, 2.669827699661255], [-1.9384961128234863, -1.5732179880142212, 2.0530478954315186], [-0.5999130010604858, -2.2022712230682373, 1.8244885206222534], [0.14134015142917633, -1.5358601808547974, 0.7899053692817688], [-0.19841927289962769, -1.8831206560134888, -0.4780172109603882], [0.5687128901481628, -1.0752297639846802, -1.5083926916122437], [1.9981703758239746, -1.6260082721710205, -1.6573092937469482], [2.9656851291656494, -0.6311851143836975, -2.325390338897705], [2.178745746612549, 0.3825511038303375, -3.168222665786743], [3.7912402153015137, 0.08431591838598251, -1.2740885019302368], [3.5457522869110107, 1.3471671342849731, -0.8872575163841248], [2.3910470008850098, 2.15218186378479, -1.4253793954849243], [1.3836705684661865, 1.2769219875335693, -2.204979419708252], [0.5199604630470276, 0.435623437166214, -1.2288190126419067], [-0.9952993392944336, -2.7660915851593018, -0.776697039604187], [-3.1649134159088135, -2.1009254455566406, 1.6911545991897583], [-4.423480033874512, -1.0268726348876953, 2.1283349990844727], [-2.5922513008117676, 2.5632455348968506, 1.851306438446045], [-4.30193567276001, 2.3119072914123535, 1.470229148864746], [-3.841722249984741, 3.46388840675354, 2.7359468936920166], [-3.030341863632202, 1.6297155618667603, 4.1786088943481445], [-4.698652744293213, 1.3304541110992432, 3.7211337089538574], [-0.6851910352706909, -3.2767326831817627, 1.6132577657699585], [-0.007482784800231457, -2.1153228282928467, 2.743034839630127], [0.03953699767589569, -1.2368611097335815, -2.4593563079833984], [2.3921847343444824, -1.9690953493118286, -0.6920318007469177], [1.9417132139205933, -2.53031587600708, -2.279649496078491], [3.656129837036133, -1.1803874969482422, -2.9779062271118164], [2.8608741760253906, 0.9909222722053528, -3.7766923904418945], [1.5113823413848877, -0.12885496020317078, -3.872509241104126], [4.619588375091553, -0.46492019295692444, -0.8297823071479797], [4.1835527420043945, 1.8205037117004395, -0.14683373272418976], [2.793815851211548, 2.929326057434082, -2.086740255355835], [1.8839623928070068, 2.6669602394104004, -0.6008880734443665], [0.7241870164871216, 1.9376522302627563, -2.7804598808288574], [0.8100326657295227, 0.6379740238189697, -0.1904824823141098], [-0.521838366985321, 0.7748933434486389, -1.2975636720657349], [-3.3699727058410645, -3.0377426147460938, 1.1904323101043701]]
[6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 7, 6, 6, 6, 6, 6, 7, 7, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[[-5.251616477966309, -1.9247007369995117, -0.08902937918901443], [-4.475015640258789, -0.9955620169639587, 0.841457188129425], [-3.7441492080688477, -1.7938777208328247, 1.9160808324813843], [-3.523298501968384, -0.19190764427185059, 0.08984234184026718], [-3.9137306213378906, 0.9414718151092529, -0.5920796990394592], [-2.885261297225952, 1.5488821268081665, -1.4216645956039429], [-1.4993798732757568, 1.4900580644607544, -1.337024450302124], [-0.5505812168121338, 0.8324912190437317, -0.38787752389907837], [0.838782548904419, 1.4986238479614258, -0.4149298369884491], [1.860721230506897, 0.7615761756896973, 0.4680474102497101], [2.1806163787841797, -0.5595606565475464, -0.07023192942142487], [3.127816915512085, -1.2645487785339355, 0.6820315718650818], [2.709010124206543, -2.438164234161377, 1.1724222898483276], [3.6077442169189453, -3.134550094604492, 1.8838539123535156], [4.870055198669434, -2.7674882411956787, 2.1444449424743652], [5.261914253234863, -1.590335726737976, 1.621529459953308], [6.675763130187988, -1.159615397453308, 1.8695321083068848], [4.412972450256348, -0.7978354692459106, 0.8728339672088623], [1.3185592889785767, 1.6539185047149658, -1.8700752258300781], [0.3602159321308136, 2.542041778564453, -2.6631417274475098], [-1.0323671102523804, 2.243285655975342, -2.3849151134490967], [-1.997048020362854, 2.818545341491699, -3.115492105484009], [-3.120316505432129, 2.4074463844299316, -2.523686408996582], [-5.053402900695801, 1.3914862871170044, -0.5431094765663147], [-4.577849388122559, -2.606341600418091, -0.6201519966125488], [-5.804113864898682, -1.355117678642273, -0.8438465595245361], [-5.973284721374512, -2.526231527328491, 0.4733026921749115], [-5.184702396392822, -0.3168255090713501, 1.3295105695724487], [-4.448091506958008, -2.381026268005371, 2.5147571563720703], [-3.199582576751709, -1.1250633001327515, 2.5916430950164795], [-3.013896942138672, -2.4812166690826416, 1.4744447469711304], [-2.678800582885742, -0.6434741020202637, -0.22864440083503723], [-0.476378470659256, -0.22538810968399048, -0.6646747589111328], [-0.949846625328064, 0.8786489963531494, 0.6320539116859436], [0.7312043309211731, 2.508518695831299, 0.008168923668563366], [2.7635488510131836, 1.3820964097976685, 0.5237399935722351], [1.4625592231750488, 0.6674225926399231, 1.4866273403167725], [1.373619794845581, -1.1838207244873047, -0.04342927038669586], [3.2816760540008545, -4.08640718460083, 2.288374662399292], [6.692522048950195, -0.19709736108779907, 2.3902504444122314], [7.214053630828857, -1.0653105974197388, 0.9213204979896545], [7.203346252441406, -1.8913214206695557, 2.4899020195007324], [4.7489495277404785, 0.13318325579166412, 0.43751588463783264], [1.373659610748291, 0.6692773699760437, -2.3518991470336914], [2.325847864151001, 2.0847325325012207, -1.9041508436203003], [0.5235658884048462, 2.4211177825927734, -3.7391467094421387], [0.5093074440956116, 3.595416784286499, -2.399463176727295], [-4.075317859649658, 2.7369866371154785, -2.9150235652923584]]
